2,7,6,31
3,8,1,32
4,9,2,33
5,10,3,34
6,11,4,35
1,12,5,36
8,13,12,1
9,14,7,2
10,15,8,3
11,16,9,4
12,17,10,5
7,18,11,6
14,19,18,7
15,20,13,8
16,21,14,9
17,22,15,10
18,23,16,11
13,24,17,12
20,25,24,13
21,26,19,14
22,27,20,15
23,28,21,16
24,29,22,17
19,30,23,18
26,31,30,19
27,32,25,20
28,33,26,21
29,34,27,22
30,35,28,23
25,36,29,24
32,1,36,25
33,2,31,26
34,3,32,27
35,4,33,28
36,5,34,29
31,6,35,30
